city,state,country,builder_name,project_name,location_text,status,budget_raw,latitude,longitude,project_type,source,geo_key
Barddhaman,West Bengal,India,Primarc Realty,Parvati Vihar,"VIP Road,Kolkata",completed,,22.6309793,88.4344131,"3 BHK 
										..",magicbricks,"VIP Road,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Primarc Realty,Primarc Anukul,"Kankurgachi,Kolkata",completed,₹99.9 Lac   -₹1.16 Cr,22.5789725,88.3915174,"3 BHK 
										Multistorey Apartment..",magicbricks,"Kankurgachi,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Primarc Realty,Primarc Aspira,"Kalighat,Kolkata",completed,₹1.07 Cr   -₹1.32 Cr,22.5153313,88.3477052,"4 BHK 
										..",magicbricks,"Kalighat,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Primarc Realty,Primarc Sukriti,"Harinavi,Kolkata",completed,₹43.9 Lac   -₹62.6 Lac,22.4125168,88.4185772,"3 BHK 
										..",magicbricks,"Harinavi,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Primarc Realty,Primarc Gangetica,"Chandannagar,Kolkata",completed,₹56.5 Lac   -₹80.3 Lac,22.8639237,88.3703496,"3 BHK 
										Multistorey Apartment..",magicbricks,"Chandannagar,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Primarc Realty,Pge Plaza,"Baguiati,Kolkata",completed,,22.609668,88.4276832,,magicbricks,"Baguiati,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Primarc Realty,Junction Mall,"Durgapur,Kolkata",completed,,22.5222297,88.3204234,,magicbricks,"Durgapur,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Primarc Realty,Pge Centre,"Jessore Road,Kolkata",completed,,22.6080961,88.3942426,,magicbricks,"Jessore Road,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Primarc Realty,Transport Chamber,"Black Burn Lane,Kolkata",completed,,,,,magicbricks,"Black Burn Lane,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural Luxuria,"VIP Road,Kolkata",ongoing,₹1.51 Cr Onwards,22.6309793,88.4344131,"3, 4 BHK 
										..",magicbricks,"VIP Road,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural Quest,"Survey Park,Kolkata",ongoing,₹1.26 Cr   -₹1.57 Cr,22.4922238,88.3922906,"3 BHK 
										..",magicbricks,"Survey Park,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural City Laketown,"Lake Town,Kolkata",ongoing,₹91.3 Lac   -₹1.73 Cr,22.6057276,88.4029611,"3, 4 BHK 
										..",magicbricks,"Lake Town,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural Aqua Waves,"New Town,Kolkata",ongoing,₹67.3 Lac   -₹1.03 Cr,22.5882834,88.4734476,"3 BHK 
										..",magicbricks,"New Town,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural City Birati,"Birati,Kolkata",ongoing,,22.6632119,88.4271269,"2 BHK 
										..",magicbricks,"Birati,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural City Madhyamgram,"Madhyamgram,Kolkata",ongoing,₹40.6 Lac   -₹69 Lac,22.6947839,88.4530183,,magicbricks,"Madhyamgram,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural City,"Jessore Road,Kolkata",completed,₹2.02 Cr   -₹2.09 Cr,22.6080961,88.3942426,Multistorey Apartment..,magicbricks,"Jessore Road,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural View,"Ultadanga,Kolkata",completed,₹1.20 Cr Onwards,22.5961275,88.3852833,"3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Ultadanga,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Haldiram Enclave,"VIP Road,Kolkata",completed,₹55 Lac   -₹1.25 Cr,22.6309793,88.4344131,"3, 4 BHK 
										Multistorey Apartment..",magicbricks,"VIP Road,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Lake View Apartment,"Lake Town,Kolkata",completed,₹1.12 Cr   -₹1.51 Cr,22.6057276,88.4029611,"2 BHK 
										..",magicbricks,"Lake Town,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural Greens,"Kestopur,Kolkata",completed,₹40.5 Lac   -₹52.1 Lac,22.5973333,88.4338521,"3 BHK 
										..",magicbricks,"Kestopur,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural Top,"Topsia,Kolkata",completed,₹1.65 Cr   -₹2.06 Cr,22.5329913,88.396456,"2 BHK 
										..",magicbricks,"Topsia,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural Residency,"VIP Road,Kolkata",completed,₹98.0 Lac   -₹1.20 Cr,22.6309793,88.4344131,"3 BHK 
										..",magicbricks,"VIP Road,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural Sarvapriya Residency,"Rash Behari Avenue,Kolkata",completed,₹2.23 Cr   -₹2.93 Cr,22.5170535,88.3473884,"3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Rash Behari Avenue,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural Enclave,"Lake Town,Kolkata",completed,₹1.12 Cr   -₹1.51 Cr,22.6057276,88.4029611,"3 BHK 
										..",magicbricks,"Lake Town,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural Avenue,"Southern Avenue,Kolkata",completed,₹1.49 Cr   -₹2.28 Cr,,,"4 BHK 
										..",magicbricks,"Southern Avenue,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural Awas,"Chinar Park,Kolkata",completed,₹88.2 Lac   -₹1.20 Cr,22.6236525,88.4409538,,magicbricks,"Chinar Park,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Barddhaman Arcade,"Alipore,Kolkata",completed,,22.5264928,88.3323692,,magicbricks,"Alipore,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Natural Group,Natural Park View,"Loudon Street,Kolkata",completed,₹6.33 Cr   -₹6.90 Cr,22.54498,88.3566553,,magicbricks,"Loudon Street,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Jai Hanuman Group,Jai Hanuman Neer,"Hindmotor,Kolkata",ongoing,₹21.6 Lac   -₹26.0 Lac,22.683216,88.3482375,"2 BHK 
										..",magicbricks,"Hindmotor,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Jai Hanuman Group,Jai Hanuman Tower,"Burdwan,Barddhaman",ongoing,,23.2499126,87.8698352,,magicbricks,"Burdwan,Barddhaman, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Jai Hanuman Group,Jai Hanuman Heights,"Ghusuri,Kolkata",ongoing,,,,,magicbricks,"Ghusuri,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Jai Hanuman Group,Jai Hanuman Riverside,"Hindmotor,Kolkata",completed,₹22.2 Lac   -₹36.9 Lac,22.683216,88.3482375,"2 BHK 
										..",magicbricks,"Hindmotor,Kolkata, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Deewakar Heights Pvt Ltd,The Royal Heights,"Bardddhaman,Barddhaman",ongoing,,,,,magicbricks,"Bardddhaman,Barddhaman, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Deewakar Heights Pvt Ltd,Deewakar Shristi,"Burdwan,Barddhaman",ongoing,₹45.9 Lac   -₹50.0 Lac,23.2499126,87.8698352,,magicbricks,"Burdwan,Barddhaman, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Smart Homes,Centre Point,"Burdwan,Barddhaman",ongoing,,23.2499126,87.8698352,"3 BHK 
										..",magicbricks,"Burdwan,Barddhaman, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Vinayak Procon,Vinayak Exotica,"Sabuj Nagar,Durgapur",ongoing,,,,,magicbricks,"Sabuj Nagar,Durgapur, Barddhaman, West Bengal, India"
Barddhaman,West Bengal,India,Vinayak Procon,Ananda Niketan,"Kalibazar,Barddhaman",ongoing,,,,,magicbricks,"Kalibazar,Barddhaman, Barddhaman, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Suburbia,"Southern Bypass,Kolkata",ongoing,₹42.7 Lac   -₹63 Lac,,,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Southern Bypass,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Serena,"Rajarhat,Kolkata",ongoing,₹65 Lac   -₹1.50 Cr,22.6286173,88.44061,Multistorey Apartment..,magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Sky,"Wadala East,Mumbai",ongoing,₹1.66 Cr   -₹4.12 Cr,19.0158783,72.8550732,"2, 3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Wadala East,Mumbai, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Sky Blu,"Tangra,Kolkata",ongoing,₹2.61 Cr   -₹4.17 Cr,22.5565107,88.3795946,Multistorey Apartment..,magicbricks,"Tangra,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Waterfront Phase II,"Barrackpore,Kolkata",ongoing,₹34.1 Lac   -₹49.2 Lac,22.7641623,88.3776088,"2, 3 BHK 
										..",magicbricks,"Barrackpore,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Aangan,"Ajmer Road,Jaipur",ongoing,₹19 Lac Onwards,26.9145574,75.7939878,"2, 3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Ajmer Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Galaxia Phase 2,"Rajarhat,Kolkata",ongoing,₹82 Lac Onwards,22.6286173,88.44061,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Esplanade,"Dharmatala,Kolkata",ongoing,,22.5606093,88.3531662,,magicbricks,"Dharmatala,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Happyville,"Rajarhat,Kolkata",ongoing,₹49.9 Lac   -₹76.8 Lac,22.6286173,88.44061,"3 BHK 
										..",magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Aangan HEIGHTS,"Ajmer Road,Jaipur",ongoing,₹44.3 Lac   -₹64.5 Lac,26.9145574,75.7939878,,magicbricks,"Ajmer Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Grandeur,"Rajarhat,Kolkata",ongoing,,22.6286173,88.44061,,magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Nandani Apartment,"Narhe,Pune",ongoing,,18.1919971,73.8594505,,magicbricks,"Narhe,Pune, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Eden Lakeville,"Barrackpore Trunk Road,Kolkata",completed,₹95.9 Lac   -₹2.14 Cr,22.6093683,88.3759097,Multistorey Apartment..,magicbricks,"Barrackpore Trunk Road,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Waterfront,"Khardah,Kolkata",completed,₹34.5 Lac   -₹56.1 Lac,22.7206162,88.373306,Multistorey Apartment..,magicbricks,"Khardah,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Happyville,"Rajarhat,Kolkata",completed,₹54.7 Lac   -₹1.10 Cr,22.6286173,88.44061,Multistorey Apartment..,magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Town,"Madhyamgram,Kolkata",completed,₹35 Lac   -₹45 Lac,22.6947839,88.4530183,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Madhyamgram,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Pines,"Rajarhat Main Road,Kolkata",completed,₹1.35 Cr Onwards,22.6140567,88.4299937,"2, 3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Rajarhat Main Road,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Pine Woods,"Rajarhat Main Road,Kolkata",completed,₹54.9 Lac   -₹85 Lac,22.6140567,88.4299937,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Rajarhat Main Road,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Xanadu Condominium,"Rajarhat,Kolkata",completed,₹69.5 Lac   -₹1.05 Cr,22.6286173,88.44061,"1, 3 BHK 
										Multistorey Apartment..",magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Galaxia Phase I,"Rajarhat,Kolkata",completed,₹64 Lac   -₹1.07 Cr,22.6286173,88.44061,"2, 3 BHK 
										..",magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Shree,"Tollygunge,Kolkata",completed,₹1.0 Cr   -₹1.35 Cr,22.498636,88.3453908,"2, 3 BHK 
										..",magicbricks,"Tollygunge,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddhashree Apartment,"Tollygunge,Kolkata",completed,₹1.0 Cr   -₹1.35 Cr,22.498636,88.3453908,"2, 3 BHK 
										..",magicbricks,"Tollygunge,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Magnum,"Mohispota,Kolkata",completed,,,,,magicbricks,"Mohispota,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Seabrook,"Kandivali West,Mumbai",completed,₹1.42 Cr   -₹3.74 Cr,19.2139829,72.83733,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Kandivali West,Mumbai, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Suburbia Bungalow,"Netaji Subhash Chandra Bose Road,Kolkata",completed,₹75.1 Lac   -₹99 Lac,22.4657558,88.3775199,"3 BHK 
										..",magicbricks,"Netaji Subhash Chandra Bose Road,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Town Phase 2,"Madhyamgram,Kolkata",completed,₹44.0 Lac   -₹55.0 Lac,22.6947839,88.4530183,"3 BHK 
										..",magicbricks,"Madhyamgram,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Aangan Baya,"Ajmer Road,Jaipur",completed,,26.9145574,75.7939878,"1 BHK 
										..",magicbricks,"Ajmer Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Basil,"Bani Park,Jaipur",completed,₹1.67 Cr   -₹2.04 Cr,26.9316554,75.7958012,"4 BHK 
										..",magicbricks,"Bani Park,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Towers,"Bani Park,Jaipur",completed,₹1.67 Cr   -₹2.04 Cr,26.9316554,75.7958012,"3 BHK 
										..",magicbricks,"Bani Park,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Nirvana,"Ballygunge,Kolkata",completed,₹2.69 Cr   -₹2.93 Cr,22.5280337,88.3659084,"3 BHK 
										..",magicbricks,"Ballygunge,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Weston,"BBD Bagh,Kolkata",completed,,22.5768421,88.3466282,,magicbricks,"BBD Bagh,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Hans,"Ajmer Road,Jaipur",completed,₹44.3 Lac   -₹64.5 Lac,26.9145574,75.7939878,"2 BHK 
										..",magicbricks,"Ajmer Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Rajkamal,"Kalighat,Kolkata",completed,₹1.07 Cr   -₹1.32 Cr,22.5153313,88.3477052,"3 BHK 
										..",magicbricks,"Kalighat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Aashray,"Hazra,Kolkata",completed,₹1.20 Cr   -₹1.94 Cr,22.5227232,88.3499241,"2 BHK 
										..",magicbricks,"Hazra,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Xanadu Studios,"Rajarhat,Kolkata",completed,₹27.4 Lac   -₹42.2 Lac,22.6286173,88.44061,,magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Mani,"Sahapur,Kolkata",completed,₹65.0 Lac   -₹97.0 Lac,22.5058805,88.3264025,,magicbricks,"Sahapur,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Arch Shivam,"Ballygunge,Kolkata",completed,₹2.10 Cr   -₹3.38 Cr,22.5280337,88.3659084,,magicbricks,"Ballygunge,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Aangan Mayur,"Ajmer Road,Jaipur",completed,₹44.3 Lac   -₹64.5 Lac,26.9145574,75.7939878,,magicbricks,"Ajmer Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Aangan Koel,"Ajmer Road,Jaipur",completed,₹44.3 Lac   -₹64.5 Lac,26.9145574,75.7939878,,magicbricks,"Ajmer Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Aangan Hans,"Ajmer Road,Jaipur",completed,₹44.3 Lac   -₹64.5 Lac,26.9145574,75.7939878,,magicbricks,"Ajmer Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Aangan Arcade,"Theekariya,Jaipur",completed,,26.5654796,76.1130023,,magicbricks,"Theekariya,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Mayur,"Ajmer Road,Jaipur",completed,₹44.3 Lac   -₹64.5 Lac,26.9145574,75.7939878,,magicbricks,"Ajmer Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Jewels,"Ghat Darwaja,Jaipur",completed,,26.9148058,75.8331999,,magicbricks,"Ghat Darwaja,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Aangan Phase IV Baya And Block 6,"Bagru,Jaipur",completed,,26.8087953,75.5423119,,magicbricks,"Bagru,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Point,"MI Road,Jaipur",completed,,26.9160258,75.8015394,,magicbricks,"MI Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Group Jaipur Siddha Saaras,"Ajmer Road,Jaipur",completed,₹44.3 Lac   -₹64.5 Lac,26.9145574,75.7939878,,magicbricks,"Ajmer Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Group Jaipur Mayur,"Ajmer Road,Jaipur",completed,₹44.1 Lac   -₹64.5 Lac,26.9145574,75.7939878,,magicbricks,"Ajmer Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Aangan Saaras,"Bagru,Jaipur",completed,,26.8087953,75.5423119,,magicbricks,"Bagru,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Aangan Phase III Mayur And Saras,"Bagru,Jaipur",completed,,26.8087953,75.5423119,,magicbricks,"Bagru,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Saaras,"Ajmer Road,Jaipur",completed,₹44.1 Lac   -₹64.5 Lac,26.9145574,75.7939878,,magicbricks,"Ajmer Road,Jaipur, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Arch,"Park Street,Kolkata",completed,₹2.42 Cr   -₹3.07 Cr,22.5551591,88.3501171,,magicbricks,"Park Street,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Sphere,"Rajarhat,Kolkata",completed,₹68.7 Lac   -₹90.5 Lac,22.6286173,88.44061,,magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Lovelock,"Ballygunge,Kolkata",completed,₹2.10 Cr   -₹3.38 Cr,22.5280337,88.3659084,,magicbricks,"Ballygunge,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Park,"Mullick Bazar,Kolkata",completed,,22.5799977,88.3543311,,magicbricks,"Mullick Bazar,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Fifth Avenue,"Kasba,Kolkata",completed,₹61.2 Lac   -₹80.0 Lac,22.5044355,88.3721663,,magicbricks,"Kasba,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Gibson,"BBD Bagh,Kolkata",completed,,22.5768421,88.3466282,,magicbricks,"BBD Bagh,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Riddhi Siddhi,"Ballygunge,Kolkata",completed,₹2.10 Cr   -₹3.38 Cr,22.5280337,88.3659084,,magicbricks,"Ballygunge,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Ashray,"Bhawanipur,Kolkata",completed,₹1.45 Cr   -₹1.84 Cr,22.5261133,88.3478009,,magicbricks,"Bhawanipur,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Arcade,"Rajarhat,Kolkata",completed,,22.6286173,88.44061,,magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha 64B,"Ballygunge,Kolkata",completed,₹2.10 Cr   -₹3.38 Cr,22.5280337,88.3659084,,magicbricks,"Ballygunge,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Siddha Group,Siddha Bougainvilla,"Rajarhat,Kolkata",completed,₹68.7 Lac   -₹90.5 Lac,22.6286173,88.44061,,magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Villas,"New Town,Kolkata",ongoing,₹1.20 Cr   -₹1.62 Cr,22.5882834,88.4734476,"3 BHK 
										..",magicbricks,"New Town,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Greens,"Tollygunge,Kolkata",ongoing,₹70 Lac   -₹90 Lac,22.498636,88.3453908,"2 BHK 
										Multistorey Apartment..",magicbricks,"Tollygunge,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Royale,"Kankurgachi,Kolkata",ongoing,₹2.80 Cr Onwards,22.5789725,88.3915174,"4 BHK 
										Multistorey Apartment..",magicbricks,"Kankurgachi,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Apartments,"Beleghata,Kolkata",ongoing,,22.5506812,88.4040128,"2 BHK 
										..",magicbricks,"Beleghata,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Unique Centre,"Topsia,Kolkata",ongoing,₹1.65 Cr   -₹2.06 Cr,22.5329913,88.396456,,magicbricks,"Topsia,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Imperia,"Joka,Kolkata",ongoing,,22.4440967,88.3017146,,magicbricks,"Joka,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Regency,"Behala,Kolkata",completed,₹55.8 Lac   -₹87.9 Lac,22.501572,88.3209435,"2, 3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Behala,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Enclave,"Rajarhat,Kolkata",completed,₹90 Lac   -₹1.10 Cr,22.6286173,88.44061,"2, 3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Aquaview,"Sector 5 Salt Lake City,Kolkata",completed,₹92.6 Lac   -₹1.71 Cr,,,"2, 3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Sector 5 Salt Lake City,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Lakeview,"Topsia,Kolkata",completed,₹1.04 Cr   -₹1.81 Cr,22.5329913,88.396456,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Topsia,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Paradiso,"New Alipore,Kolkata",completed,₹1.65 Cr   -₹2.04 Cr,22.5111648,88.3281116,"3, 4 BHK 
										Multistorey Apartment..",magicbricks,"New Alipore,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Enclave Phase II,"Rajarhat,Kolkata",completed,₹97 Lac   -₹98 Lac,22.6286173,88.44061,"3 BHK 
										Multistorey Apartment..",magicbricks,"Rajarhat,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Grand,"Howrah,Kolkata",completed,₹93.1 Lac   -₹1.49 Cr,22.5833648,88.3403452,"2, 3, 4 BHK 
										..",magicbricks,"Howrah,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Residency,"Kankurgachi,Kolkata",completed,₹1.61 Cr   -₹2.31 Cr,22.5789725,88.3915174,"2, 3, 4 BHK 
										..",magicbricks,"Kankurgachi,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Hill View,"Narengi Tinali,Guwahati",completed,₹75.5 Lac   -₹1.26 Cr,,,"3 BHK 
										..",magicbricks,"Narengi Tinali,Guwahati, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Exotica,"New Alipore,Kolkata",completed,₹3.58 Cr   -₹3.97 Cr,22.5111648,88.3281116,"3, 4, 5, 6 BHK 
										..",magicbricks,"New Alipore,Kolkata, Kolkata, West Bengal, India"
Kolkata,West Bengal,India,Ideal Real Estate,Ideal Heights,"Sealdah,Kolkata",completed,₹1.10 Cr Onwards,22.5673793,88.3710192,"2, 3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Sealdah,Kolkata, Kolkata, West Bengal, India"
